region_name,year,y_test,y_pred
Zhytomyrska,2016,44.9,43.77962300217153
Cherkaska,2017,37.4,42.448472793190994
Chernihivska,2017,46.9,42.09283419442449
Chernivetska,2017,50.8,47.59080995703243
Dnipropetrovska,2017,35.9,32.95806285467071
Donetska,2017,40.1,36.51630144064668
Kharkivska,2017,46.7,37.35350851106721
Khmelnytska,2017,58.9,49.409695445790085
Kirovohradska,2017,33.9,36.70928617895361
Luhanska,2017,38.8,35.51855224346932
Lvivska,2017,48.9,46.075622686581404
Mykolaivska,2017,34.8,36.005754102758566
Odeska,2017,38.8,44.830792656291074
Poltavska,2017,40.1,36.66494532677583
Rivnenska,2017,45.9,44.937544213558475
Sumska,2017,51.3,44.113280790266366
Ternopilska,2017,55.2,50.671501107649185
Vinnytska,2017,50.8,47.62205871200269
Volynska,2017,45.1,40.57820985258531
Zakarpatska,2017,32.9,37.44215230043101
Zaporizka,2017,33.3,33.26827010317391
Zhytomyrska,2017,42.5,40.920455253044416
Cherkaska,2018,48.3,39.95211250845412
Chernihivska,2018,41.3,42.87605190327588
Chernivetska,2018,43.7,40.6315132977479
Dnipropetrovska,2018,30.0,24.234732476034257
Donetska,2018,27.1,24.033859733207468
Kharkivska,2018,33.7,32.18649344572471
Khmelnytska,2018,54.4,39.724470537743656
Kirovohradska,2018,36.2,31.47460616760255
Luhanska,2018,29.3,29.57856698536131
Lvivska,2018,45.5,36.19173054979852
Mykolaivska,2018,31.2,24.060852549912415
Odeska,2018,37.3,28.892184386400746
Poltavska,2018,42.9,42.63339852745503
Rivnenska,2018,45.0,35.78465241657288
Sumska,2018,50.0,44.74850822432046
Ternopilska,2018,51.2,39.026543876332525
Vinnytska,2018,51.5,39.86923973057411
Volynska,2018,42.8,31.242550906237913
Zakarpatska,2018,30.7,24.651521487142976
Zaporizka,2018,25.8,19.053352969566763
Zhytomyrska,2018,41.6,35.141025130236685
Cherkaska,2019,54.4,52.92938689182205
Chernihivska,2019,46.3,48.07236243823424
Chernivetska,2019,41.9,42.09814927158145
Dnipropetrovska,2019,37.0,35.422034543111934
Donetska,2019,37.2,34.050919608525206
Kharkivska,2019,42.1,38.84320640691578
Khmelnytska,2019,57.4,47.06505769004977
Kirovohradska,2019,43.8,43.47981215800519
Luhanska,2019,36.2,34.548901179757124
Lvivska,2019,47.8,45.315473605891825
Mykolaivska,2019,36.3,34.836404531393995
Odeska,2019,30.5,28.62552008022537
Poltavska,2019,48.0,49.43259125073615
Rivnenska,2019,44.1,45.0221821186928
Sumska,2019,48.3,52.13413178192668
Ternopilska,2019,51.1,47.2846677706071
Vinnytska,2019,55.2,49.16190707406136
Volynska,2019,43.9,45.020183080829
Zakarpatska,2019,34.0,38.66220838387831
Zaporizka,2019,35.9,31.972890858223366
Zhytomyrska,2019,48.2,44.506621296686006
Cherkaska,2020,43.5,44.422279903193854
Chernihivska,2020,47.6,43.54999088295486
Chernivetska,2020,36.9,45.76824414652303
Dnipropetrovska,2020,38.6,36.016298669744955
Donetska,2020,39.3,35.893569436340115
Kharkivska,2020,50.5,43.04904555666353
Khmelnytska,2020,45.9,42.700864353523
Kirovohradska,2020,36.0,39.86698993399882
Luhanska,2020,37.8,36.533898938497856
Lvivska,2020,44.9,47.212947365797504
Mykolaivska,2020,27.0,31.522147492824175
Odeska,2020,17.8,27.56661818146017
Poltavska,2020,44.8,44.28078687353606
Rivnenska,2020,43.8,43.14609836779391
Sumska,2020,52.3,47.870426680484684
Ternopilska,2020,47.0,44.839689240727054
Vinnytska,2020,42.7,44.63338706613743
Volynska,2020,44.1,47.40832083898171
Zakarpatska,2020,34.0,41.06211962410178
Zaporizka,2020,31.0,30.73755358184937
Zhytomyrska,2020,41.1,36.271137945892605
