region_name,year,month,NDVI,LST_Night,FPAR,LAI,LST_Day,EVI
Dnipropetrovska,2014,4,0.4682337041551065,264.5630820884053,0.14158019814043676,0.03252792899539957,299.0014153601486,0.26388033041478176
Donetska,2014,4,0.47956204883352554,272.15252255601206,0.14508121546183464,0.034568037478549585,298.6947373902798,0.2780672575935968
Ivano_Frankivska,2014,4,0.5590119176417533,278.5707101288879,0.2228688569961715,0.07178964164962201,294.83882464584474,0.3850797727976785
Kharkivska,2014,4,0.42716070426876185,267.5450177292948,0.12112653404613408,0.028702225988627133,292.95126430407043,0.2241787549599062
Khersonska,2014,4,0.45888647632897744,274.22907819293226,0.18556502924384258,0.049386070230566285,297.8955382808402,0.274176091635118
Khmelnytska,2014,4,0.4679126375244285,278.0731198510498,0.15868697631977777,0.04587888380630187,257.71691078494655,0.30320037272811307
Kirovohradska,2014,4,0.44303214410587305,277.5017134145404,0.13930058192355219,0.03597393341684611,293.78159596648453,0.24256293002927748
Luhanska,2014,4,0.4493674759103311,275.274357155382,0.13421707608554406,0.03196799502745275,299.1151152022216,0.24681265151800796
Lvivska,2014,4,0.5627559293934847,276.5036181287974,0.2194311684107794,0.07156097171781545,292.33144710177925,0.39028770241921906
Mykolaivska,2014,4,0.47644591837734185,272.3814145912294,0.17703750576315763,0.046826597860821974,298.3619370798953,0.262934950879975
Odeska,2014,4,0.52708668586956,279.72590617657903,0.21841718539392282,0.06811137733398906,298.2678811059386,0.3175831211525392
Poltavska,2014,4,0.39330140622542026,276.8042208307868,0.10543645076606402,0.025549106500380548,261.1640085097959,0.21455869044131762
Rivnenska,2014,4,0.4818441884480298,275.490751245732,0.1794728330470134,0.049510181387054084,292.8257154160708,0.3267633220431321
Sumska,2014,4,0.4291686954249683,266.3821816052719,0.12581538978060366,0.032421971153841024,228.2746102245517,0.25207142785031567
Ternopilska,2014,4,0.49470873436856094,278.530883633637,0.17330611303698673,0.049310367132046194,290.54752403779315,0.31230034859384576
Vinnytska,2014,4,0.4721322285990646,277.93599762361094,0.16187968910860112,0.04758265105871244,267.5917182592144,0.3017892817616132
Volynska,2014,4,0.5032422863088256,274.9576131928728,0.200872130729492,0.056747796456423194,294.5231792231337,0.3491019218400544
Zakarpatska,2014,4,0.5522575342088664,278.4503372156352,0.25566795167799666,0.08875479452251495,294.922783647385,0.3930159807774215
Zaporizka,2014,4,0.4843164832925758,276.8772899244023,0.16016685375495665,0.0394188666843016,298.7403465819972,0.2788206067327485
Zhytomyrska,2014,4,0.4639550681354376,271.65023734533986,0.15639476032035143,0.04133289901929102,266.0154081842258,0.28930690353871436
Avtonomna_Respublika_Krym,2014,7,0.2987620662822617,292.3981145338993,0.11983119352480369,0.026953888721216745,311.86253415357174,0.1779311072547039
Cherkaska,2014,7,0.5335567810768083,271.50157301232684,0.251335170200427,0.09811396890692295,301.1610569754179,0.39094033676952894
Chernihivska,2014,7,0.560660030880311,275.58389144219245,0.2648303329570747,0.10532667057405319,301.7203242453279,0.3917018024123582
Chernivetska,2014,7,0.5595019318469244,264.14768203487415,0.24873459235147138,0.09502684962959576,300.5924291826059,0.418379321615232
Dnipropetrovska,2014,7,0.41194507278047526,262.7422569557756,0.17031712078780753,0.04007215805032218,290.60602666578785,0.25184387681310055
Donetska,2014,7,0.4577202392866694,284.9549975608034,0.18653526333967269,0.04758272154275316,306.3423125099471,0.28901211928180554
Ivano_Frankivska,2014,7,0.5335273448607649,280.6813439950504,0.23077894663855916,0.07999269954252192,300.43809922166594,0.3579151320393736
Kharkivska,2014,7,0.5080914353090573,241.54242076609583,0.22469772804973437,0.06840430819650761,304.05750741588474,0.34275978611911984
Khersonska,2014,7,0.2870205262800766,289.17905572250237,0.11950684144725449,0.027357253713226483,311.8148324789465,0.17708387064667575
Khmelnytska,2014,7,0.554595366097728,282.15393809846586,0.2500060386964402,0.09860041268130283,298.97039977077424,0.41155182450739636
Kirovohradska,2014,7,0.5045867888869761,290.3221447290994,0.22513334995600737,0.07282092119067253,304.3808977326394,0.34687422907115173
Luhanska,2014,7,0.47635682960398296,267.4285087990272,0.2068317213980366,0.05899756693974058,306.42593460377424,0.2924702795531884
Lvivska,2014,7,0.5081646154829362,283.2286313821514,0.2304676485419496,0.07548943795538333,301.40875815171717,0.34594045332137713
Mykolaivska,2014,7,0.35479118687229955,290.0878241692847,0.1474406235193992,0.0358388655058387,310.6857674098916,0.2031334214416031
Odeska,2014,7,0.3504210193583643,289.7945190275674,0.14497285495091827,0.03549079696736683,310.53154105841566,0.20236490368502558
Poltavska,2014,7,0.5249387863122353,229.21454753069833,0.2593774661347529,0.09870765767736475,304.5468900298698,0.36371635071846065
Rivnenska,2014,7,0.5202835363175843,288.4445335848585,0.2380249914025818,0.0813843760449364,301.6111111232623,0.37070993810411124
Sumska,2014,7,0.5482826269199511,274.70877611386254,0.2608580150344701,0.10220336430586287,301.50819579094576,0.3776107195729553
Ternopilska,2014,7,0.5203974282174642,284.70892152916804,0.23262575037145544,0.08262952816710976,293.16528954807416,0.36283733911527494
Vinnytska,2014,7,0.5366837754728832,288.89903998007156,0.24244320852759638,0.09194512747736926,299.1677101315319,0.39362774810673284
Volynska,2014,7,0.4927508256968022,288.1256830809995,0.2240697480687887,0.06952609273520219,302.0446931614246,0.33648715152454656
Zakarpatska,2014,7,0.45964834850779956,290.50573380137405,0.1841455550438972,0.0479693420399404,306.0895492767747,0.2842645426717286
Zaporizka,2014,7,0.3415939084017141,276.46287226563953,0.13609091942407667,0.030276780620694874,303.88654364067827,0.20325666065488598
Zhytomyrska,2014,7,0.5663394313375434,288.5427316148827,0.26113665218072835,0.1002932014649759,299.80132846315576,0.4100569892486416
