region_name,year,month,LST_Day,NDVI,FPAR,EVI,LAI,LST_Night
Dnipropetrovska,2012,6,311.208453272719,0.44106501047354474,0.1735150090615049,0.26079522056295384,0.04054834381151272,291.5160742277355
Donetska,2012,6,307.82743783188675,0.502146252113241,0.2086599010078454,0.3167637743209329,0.056027837258195476,290.27396985625904
Ivano_Frankivska,2012,6,301.16299583999046,0.5883224052832483,0.2853726197325636,0.4179203959697556,0.11593684910704875,288.58438618198807
Kharkivska,2012,6,306.12916360110967,0.5345617137646106,0.23272932320613818,0.3499118281853404,0.07088363744392578,289.8332422162923
Khersonska,2012,6,312.1488881494022,0.36934380065409445,0.1612006178226423,0.23028680269804283,0.04032370104751992,291.2975125746398
Khmelnytska,2012,6,301.3452840613273,0.5755968565962768,0.2658209662328202,0.4016108687970749,0.0983982257093936,288.5608241782163
Kirovohradska,2012,6,309.3365630102721,0.4836363846788397,0.2043074931961369,0.2964350560313798,0.05704104961669672,290.84725493564144
Luhanska,2012,6,306.74265827792215,0.5101726656198888,0.21942764483745056,0.3270341992189749,0.06370591652960596,290.0942154003542
Lvivska,2012,6,296.0561245626595,0.5997385632699611,0.2851644785586272,0.4378997562069525,0.11718491151996024,287.5594438007169
Mykolaivska,2012,6,312.8992101137955,0.3954246779042702,0.16020796449599806,0.23388535009723768,0.03850412473387758,291.67021137306244
Odeska,2012,6,310.9062108503501,0.3936178139994734,0.1742517093847013,0.2412465337707566,0.04474747170165083,291.66421005481027
Poltavska,2012,6,306.34054232778357,0.5491966558560996,0.24766647074697032,0.37368581237483883,0.08345455793664536,289.9070906349133
Rivnenska,2012,6,298.28464938783696,0.5864193737316445,0.2693610007675869,0.4196616485985617,0.10224237013648188,288.9747349085702
Sumska,2012,6,302.95747291805924,0.547348643413299,0.2551186762028802,0.3807739318028822,0.09086325108539603,288.7132907751438
Ternopilska,2012,6,299.7041264908756,0.5837144409769734,0.27531905780527116,0.40663547693499935,0.10705512420627639,288.07490447950744
Vinnytska,2012,6,304.8270043626432,0.5155867559829755,0.24519365241283939,0.3566512977362145,0.08353393239904254,289.3580213215645
