region_name,year,month,NDVI,LST_Night,LST_Day,FPAR,LAI,EVI
Dnipropetrovska,2016,10,0.2893092413736499,246.4654716182513,272.4926274747556,0.06151746051870682,0.007466450637143441,0.1085547197243475
Donetska,2016,10,0.3169867884565148,265.25985010741647,278.485791615654,0.07130986801142104,0.008940705027898939,0.12930553314307236
Ivano_Frankivska,2016,10,0.3609747903520075,219.67701415971544,242.7229603935665,0.09947447956422553,0.015922549333705613,0.173292392080532
Kharkivska,2016,10,0.28478567641730956,244.08903613333695,270.1650559884888,0.06817041106834097,0.009539355452275335,0.10771149243806506
Khersonska,2016,10,0.3188432865382047,261.85543385084134,284.0100291883307,0.09159085706155172,0.012367839834878264,0.14662729323714785
Khmelnytska,2016,10,0.2194234735808393,249.02557688503362,204.52223780431723,0.05754601839447941,0.00861445270063934,0.09891308353545761
Kirovohradska,2016,10,0.24744462675542633,265.31109005583113,273.7467094761126,0.05673826225806051,0.007723241941803587,0.09799796511962607
Luhanska,2016,10,0.30634554223132915,259.55050050384256,269.96643227771443,0.07486643307278759,0.01048495957646004,0.13647939571702863
Lvivska,2016,10,0.2813773815472017,241.36254096466044,225.2372052595913,0.11053297059261513,0.018254895429848508,0.14440395476937765
Mykolaivska,2016,10,0.2789729560800562,269.1855846385763,268.6963013532652,0.0619925038132937,0.008001690342271087,0.10980531004569306
Odeska,2016,10,0.28976667445183346,254.98878030121773,278.18504888079684,0.06755008437286952,0.008807862219831791,0.12535570872996066
Poltavska,2016,10,0.256710248444037,216.60283612236748,278.4318209214291,0.06359717821568338,0.009486618483734457,0.10031719141857137
Rivnenska,2016,10,0.2553920240365529,262.1384611340109,208.23723459441428,0.07805111812642566,0.011621610788014823,0.12604242407327151
Sumska,2016,10,0.24430990595782326,174.8960333814707,221.84077472329872,0.0709521117154165,0.010539163032937286,0.10566743828372101
Ternopilska,2016,10,0.26209011182934455,250.54852103742596,226.85192493266658,0.0680716227539737,0.010668733770173668,0.11258628591178522
Vinnytska,2016,10,0.23120001778451504,237.74987825962447,193.15832164816686,0.0681120770819723,0.009609985870998872,0.10894164119781392
Volynska,2016,10,0.21898674937617313,253.60852259143164,211.11550683751372,0.0876915765994068,0.013907726306244267,0.11134516576829627
Zakarpatska,2016,10,0.3164293347337047,243.84831006668242,159.28917480431838,0.08529756950292107,0.011362917479059544,0.14748336362439798
Zaporizka,2016,10,0.3117782692716114,247.83823799983426,283.1928958581228,0.07797163707797519,0.009867947507547837,0.12607177009820406
Zhytomyrska,2016,10,0.2113354279043286,221.68929673740573,183.28923820322512,0.06681900003044447,0.009305493769204198,0.10480660012125577
Avtonomna_Respublika_Krym,2016,5,0.5123202686935842,271.52972726161187,298.83966221259976,0.23223505057931987,0.07450217295841799,0.33377161936370675
Cherkaska,2016,5,0.5558953793240788,268.221642936457,290.2884014436237,0.20031882415477958,0.06585714382086409,0.38731864526617876
Chernihivska,2016,5,0.514161002637589,239.48944436074143,291.339810995882,0.19301824099174583,0.06295524060986023,0.33364084441441694
Chernivetska,2016,5,0.5483491315179352,280.42038889851216,300.4504398048698,0.22952077876954502,0.0799326569903621,0.3709649679689512
Dnipropetrovska,2016,5,0.5402642428856705,280.6672662155374,295.9990175798549,0.19291214873530277,0.05362635774241813,0.34000831047421604
Donetska,2016,5,0.5623649908769748,282.78613916742427,296.08775460297835,0.2148133670780457,0.06445160312486281,0.35762430370995296
Ivano_Frankivska,2016,5,0.606666595505531,282.28298388097534,297.4391661468659,0.26339217461363135,0.11113814062128319,0.4447527977383288
Kharkivska,2016,5,0.5592914920003523,281.88098246019064,296.08834977840263,0.1983163146428056,0.06196010257890203,0.35850541595789664
Khersonska,2016,5,0.5073621565528049,281.61814214305934,297.5299716448363,0.2159054863506377,0.06712436450544221,0.3281914568991273
Khmelnytska,2016,5,0.5436568105223251,282.79390077060856,288.46368130869223,0.19571902878922792,0.06498120405611893,0.3868112334151913
Kirovohradska,2016,5,0.51863104669871,269.7534776248809,288.6324044097698,0.17054390465313451,0.05041634344126619,0.32145488905289477
Luhanska,2016,5,0.5466838269448342,281.7356263450248,298.34341287174095,0.2146392295291855,0.06954407883700012,0.3424323569043721
Lvivska,2016,5,0.6285526778212753,282.10763394205367,296.2450203687671,0.265881441404772,0.1139239664379654,0.48131658957926543
Mykolaivska,2016,5,0.538181093903963,261.24014701791054,294.88246639985033,0.2162242759245864,0.06807822223568917,0.35302509253717257
Odeska,2016,5,0.5862982824721126,281.0333530147502,296.07628106847466,0.25022283110983756,0.09505857074375103,0.4153443300314968
Poltavska,2016,5,0.5341259694734924,268.2517408135109,292.7185168199059,0.17556562103025802,0.052650868517144164,0.33989290407880624
Rivnenska,2016,5,0.5630812801952008,273.09092562030116,291.0048796512788,0.2205684880891861,0.08034911420266345,0.432869053724117
Sumska,2016,5,0.5295952156758429,274.35060356384344,287.6106720709409,0.1905059909507239,0.06126999583189311,0.3479008208736611
Ternopilska,2016,5,0.5752553822701693,282.8183105107428,296.307847874877,0.22022610020566222,0.07936936005668176,0.404630796305249
Vinnytska,2016,5,0.5829486434991308,268.2529795799001,282.0193588984138,0.20841958265441674,0.07329662120661878,0.4337795510364047
Volynska,2016,5,0.578326597261616,278.80245389611525,296.3255493420169,0.23894253389274528,0.08674299644180886,0.4309360135065092
Zakarpatska,2016,5,0.5167020451677727,283.3194462020309,299.7839167307543,0.252759974701587,0.08641177343288105,0.35130109434615675
Zaporizka,2016,5,0.5350221237133578,283.43729222470404,298.6946736324282,0.2116370750272974,0.06317605316806885,0.3342762102707969
Zhytomyrska,2016,5,0.5322141947086438,274.2764490362753,285.3701455402573,0.19762290249839798,0.06338208282478736,0.3741826245601516
