region_name,year,month,NDVI,EVI,FPAR,LST_Night,LAI,LST_Day
Kharkivska,2011,8,0.3865824758003768,0.2043841014073636,0.15760496610779215,285.6233297279256,0.034799114112099586,304.7983320928659
Khersonska,2011,8,0.2942888045048389,0.16526450926001013,0.11883768570813201,287.65661305282646,0.024347929465691528,308.88960567382367
Khmelnytska,2011,8,0.46588217970610635,0.29253878334405775,0.22401082001083844,285.5339226487805,0.06728905530906719,301.4623060003732
Kirovohradska,2011,8,0.4175888523171335,0.23499031845906768,0.19229966162312848,286.49072134662896,0.049808054488844275,302.6307201049697
Luhanska,2011,8,0.38613967756962786,0.20262805515024174,0.1551400987838724,280.2878911585142,0.03414186251992689,303.3839673563776
Lvivska,2011,8,0.5417066255239954,0.3446497456233277,0.25109948122747655,285.752193421526,0.07457773673233584,298.0176324790906
Mykolaivska,2011,8,0.33086477506511724,0.17385400159921222,0.1395529720668145,287.8206768345217,0.02989542464638849,307.77745498197595
Odeska,2011,8,0.3177568997000413,0.16945768672531766,0.1353257331251835,288.7694347678212,0.029368019508981526,308.71012902306677
Poltavska,2011,8,0.4566925796144865,0.2817233070827677,0.21820936288489426,285.94441100322166,0.06282271784101577,302.05422720751585
Rivnenska,2011,8,0.47063369975985664,0.2975237588476155,0.22341027427463625,285.6354954559743,0.06231417764578392,299.6962413095203
Sumska,2011,8,0.49022239875464285,0.2964682278616098,0.2259943660211913,282.95834234367663,0.06400809357148404,299.3495371354145
Ternopilska,2011,8,0.47040602453180524,0.2951432833279399,0.2230632298630133,285.6116300111272,0.0673248847651233,300.936629156152
Vinnytska,2011,8,0.4746575069249027,0.3053482894463234,0.22985559227911537,285.7993921908883,0.07079388111262105,301.2945848881336
Volynska,2011,8,0.520528642340929,0.3387710119830234,0.24327592498773914,285.5241184159521,0.06812236371704104,298.54587381725815
Zakarpatska,2011,8,0.5316610214277833,0.3340474690937393,0.24918718469112539,287.88287069767284,0.07254138991521786,302.1481083109815
Zaporizka,2011,8,0.3306698457619216,0.17730927703780142,0.1324072842037526,287.46456965985897,0.026479417962098347,307.50911532534815
Zhytomyrska,2011,8,0.5218442622673903,0.33149315749266317,0.24377587155466138,284.5844240052249,0.07318253849763527,299.4260746750912
